Assembly Name	Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Annotation Count Gene Total	Annotation Count Gene Protein-coding
ASM358081v1	GCA_003580815.1	Staphylococcus haemolyticus		SNUC 2184				NCBI Prokaryotic Genome Annotation Pipeline	2389049	Contig	2018-09-20	2465	2299
ASM358090v1	GCA_003580905.1	Staphylococcus haemolyticus		SNUC 192				NCBI Prokaryotic Genome Annotation Pipeline	2449402	Contig	2018-09-20	2495	2322
ASM359632v1	GCA_003596325.1	Staphylococcus haemolyticus		VB5326				NCBI Prokaryotic Genome Annotation Pipeline	2528578	Contig	2018-09-24	2583	2401
ASM359636v3	GCA_003596365.3	Staphylococcus haemolyticus		VB19458				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2699210	Complete Genome	2019-12-16	2653	2410
ASM359638v1	GCA_003596385.1	Staphylococcus haemolyticus		VB840				NCBI Prokaryotic Genome Annotation Pipeline	2458174	Contig	2018-09-24	2492	2309
ASM395600v1	GCA_003956005.1	Staphylococcus haemolyticus		FDAARGOS_517				NCBI Prokaryotic Genome Annotation Pipeline	2669504	Complete Genome	2018-12-19	2629	2391
ASM397083v1	GCA_003970835.1	Staphylococcus haemolyticus		MDMC083				NCBI Prokaryotic Genome Annotation Pipeline	2379185	Contig	2018-12-17	2373	2236
ASM504740v1	GCA_005047405.1	Staphylococcus haemolyticus		22				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2484804	Contig	2019-05-01	2520	2399
ASM504741v1	GCA_005047415.1	Staphylococcus haemolyticus		21				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2683280	Contig	2019-05-01	2828	2685
ASM504746v1	GCA_005047465.1	Staphylococcus haemolyticus		1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2513690	Contig	2019-05-01	2555	2425
ASM504755v1	GCA_005047555.1	Staphylococcus haemolyticus		8				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2532866	Contig	2019-05-01	2573	2440
ASM504835v1	GCA_005048355.1	Staphylococcus haemolyticus		51				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2477092	Contig	2019-05-01	2493	2359
ASM504840v1	GCA_005048405.1	Staphylococcus haemolyticus		24				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2444652	Contig	2019-05-01	2453	2327
ASM504848v1	GCA_005048485.1	Staphylococcus haemolyticus		2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2690445	Contig	2019-05-01	2853	2701
ASM504897v1	GCA_005048975.1	Staphylococcus haemolyticus		7 (A)				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2528658	Contig	2019-05-01	2539	2423
ASM514619v2	GCA_005146195.2	Staphylococcus haemolyticus		12				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2523802	Contig	2019-08-14	2537	2424
ASM514626v2	GCA_005146265.2	Staphylococcus haemolyticus		18				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2688402	Contig	2019-08-14	2812	2658
ASM570643v1	GCA_005706435.1	Staphylococcus haemolyticus		PK-01				NCBI Prokaryotic Genome Annotation Pipeline	2615683	Complete Genome	2019-05-23	2689	2455
ASM609439v1	GCA_006094395.1	Staphylococcus haemolyticus		ATCC 29970				NCBI Prokaryotic Genome Annotation Pipeline	2572027	Complete Genome	2019-06-06	2499	2348
ASM654036v1	GCA_006540365.1	Staphylococcus haemolyticus		TCR-5				NCBI Prokaryotic Genome Annotation Pipeline	2553020	Contig	2019-07-01	2518	2335
ASM654039v1	GCA_006540395.1	Staphylococcus haemolyticus		TCR-7				NCBI Prokaryotic Genome Annotation Pipeline	2533003	Contig	2019-07-01	2500	2331
ASM700426v1	GCA_007004265.1	Staphylococcus haemolyticus		SDB1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2468753	Contig	2019-07-15	2449	2283
ASM700427v1	GCA_007004275.1	Staphylococcus haemolyticus		SDA2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2444677	Contig	2019-07-15	2419	2267
ASM766551v1	GCA_007665515.1	Staphylococcus haemolyticus		DE0593					2453985	Scaffold	2019-07-30		
ASM766609v1	GCA_007666095.1	Staphylococcus haemolyticus		DE0557					2434682	Scaffold	2019-07-30		
ASM766614v1	GCA_007666145.1	Staphylococcus haemolyticus		DE0553					2493705	Scaffold	2019-07-30		
ASM766701v1	GCA_007667015.1	Staphylococcus haemolyticus		DE0501					2450739	Scaffold	2019-07-30		
ASM766702v1	GCA_007667025.1	Staphylococcus haemolyticus		DE0499					2433664	Scaffold	2019-07-30		
ASM766703v1	GCA_007667035.1	Staphylococcus haemolyticus		DE0500					2508455	Scaffold	2019-07-30		
ASM766719v1	GCA_007667195.1	Staphylococcus haemolyticus		DE0489					2445083	Scaffold	2019-07-30		
ASM766728v1	GCA_007667285.1	Staphylococcus haemolyticus		DE0482					2554582	Scaffold	2019-07-30		
ASM766803v1	GCA_007668035.1	Staphylococcus haemolyticus		DE0439					2484303	Scaffold	2019-07-30		
ASM767342v1	GCA_007673425.1	Staphylococcus haemolyticus		DE0358					2533984	Scaffold	2019-07-30		
ASM767694v1	GCA_007676945.1	Staphylococcus haemolyticus		DE0277					2472659	Scaffold	2019-07-30		
ASM767713v1	GCA_007677135.1	Staphylococcus haemolyticus		DE0263					2499620	Scaffold	2019-07-30		
ASM767720v1	GCA_007677205.1	Staphylococcus haemolyticus		DE0259					2586166	Scaffold	2019-07-30		
ASM767755v1	GCA_007677555.1	Staphylococcus haemolyticus		DE0229					2689489	Scaffold	2019-07-30		
ASM767769v1	GCA_007677695.1	Staphylococcus haemolyticus		DE0217					2444525	Scaffold	2019-07-30		
ASM767771v1	GCA_007677715.1	Staphylococcus haemolyticus		DE0215					2477284	Scaffold	2019-07-30		
ASM767958v1	GCA_007679585.1	Staphylococcus haemolyticus		DE0087					2478758	Contig	2019-07-30		
ASM768001v1	GCA_007680015.1	Staphylococcus haemolyticus		DE0056					2491261	Scaffold	2019-07-30		
ASM768004v1	GCA_007680045.1	Staphylococcus haemolyticus		DE0053					2533784	Scaffold	2019-07-30		
ASM768013v1	GCA_007680135.1	Staphylococcus haemolyticus		DE0081					2455582	Scaffold	2019-07-30		
ASM768035v1	GCA_007680355.1	Staphylococcus haemolyticus		DE0036					2521199	Scaffold	2019-07-30		
ASM768040v1	GCA_007680405.1	Staphylococcus haemolyticus		DE0034					2467236	Scaffold	2019-07-30		
ASM799279v1	GCA_007992795.1	Staphylococcus haemolyticus		NBRC 109768				Annotation submitted by National Institute of Technology and Evaluation Biological Resource Center	2399880	Contig	2019-07-31	2375	2333
FS426	GCA_008764095.1	Staphylococcus haemolyticus		DE0296					2839998	Scaffold	2019-10-01		
ASM918918v2	GCA_009189185.2	Staphylococcus haemolyticus		VB5326				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2699292	Complete Genome	2019-12-16	2685	2402
ASM979131v1	GCA_009791315.1	Staphylococcus haemolyticus		SDF1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2477199	Contig	2019-12-22	2443	2304
ASM993271v2	GCA_009932715.2	Staphylococcus haemolyticus		SE2.14				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2396041	Complete Genome	2021-10-21	2364	2211
ASM993288v2	GCA_009932885.2	Staphylococcus haemolyticus		SE3.8				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2396207	Complete Genome	2021-10-21	2363	2210
ASM993293v2	GCA_009932935.2	Staphylococcus haemolyticus		SE3.9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2396096	Complete Genome	2021-05-24	2340	2172
ASM1227717v1	GCA_012277175.1	Staphylococcus haemolyticus		166				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2496844	Contig	2020-04-13	2571	2394
ASM1295550v1	GCA_012955505.1	Staphylococcus haemolyticus		SCAID URN1-2019				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2256190	Chromosome	2020-05-03	2356	1715
ASM1295552v1	GCA_012955525.1	Staphylococcus haemolyticus		SCAID PHRX1-2019				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2119443	Chromosome	2020-05-03	2210	931
ASM1426579v1	GCA_014265795.1	Staphylococcus haemolyticus		151250003-2-258-44				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2454295	Contig	2020-08-22	2415	2318
ASM1426612v1	GCA_014266125.1	Staphylococcus haemolyticus		IIF2*SW-P5				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2499133	Scaffold	2020-08-22	2496	2390
ASM1426630v1	GCA_014266305.1	Staphylococcus haemolyticus		IIF2*SW-P3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2450311	Scaffold	2020-08-22	2437	2322
ASM1426692v1	GCA_014266925.1	Staphylococcus haemolyticus		IIF2SW-P4				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2471498	Contig	2020-08-22	2442	2343
ASM1426694v1	GCA_014266945.1	Staphylococcus haemolyticus		IIF2SW-P5				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2458771	Contig	2020-08-22	2432	2331
ASM1426698v1	GCA_014266985.1	Staphylococcus haemolyticus		IIF2SW-P3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2449048	Scaffold	2020-08-22	2435	2320
ASM1477975v1	GCA_014779755.1	Staphylococcus haemolyticus		JNQH310				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2562278	Contig	2020-09-28	2601	2455
ASM1507044v1	GCA_015070445.1	Staphylococcus haemolyticus		HESN035b				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2660314	Contig	2020-10-28	2741	2583
ASM1507046v1	GCA_015070465.1	Staphylococcus haemolyticus		HESMS053a				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2396859	Contig	2020-10-28	2399	2270
ASM1507051v1	GCA_015070515.1	Staphylococcus haemolyticus		BABY089B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2453213	Contig	2020-10-28	2475	2357
ASM1507054v1	GCA_015070545.1	Staphylococcus haemolyticus		MW015				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2873520	Contig	2020-10-28	2966	2797
ASM1507059v1	GCA_015070595.1	Staphylococcus haemolyticus		HESN072a				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2758447	Contig	2020-10-28	2829	2689
ASM1507064v1	GCA_015070645.1	Staphylococcus haemolyticus		BABY162B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2397901	Contig	2020-10-28	2393	2273
ASM1507066v1	GCA_015070665.1	Staphylococcus haemolyticus		HESN036B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2557090	Contig	2020-10-28	2596	2467
ASM1507068v1	GCA_015070685.1	Staphylococcus haemolyticus		HESMS017				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2462495	Contig	2020-10-28	2425	2323
ASM1507072v1	GCA_015070725.1	Staphylococcus haemolyticus		HESN094B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2630890	Contig	2020-10-28	2663	2525
ASM1516919v1	GCA_015169195.1	Staphylococcus haemolyticus		GDY8P80P				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2771335	Complete Genome	2020-11-02	2694	2532
ASM1527368v1	GCA_015273685.1	Staphylococcus haemolyticus		R5954				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2615894	Contig	2020-11-06	2642	2501
ASM1527371v1	GCA_015273715.1	Staphylococcus haemolyticus		R5953				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2545278	Contig	2020-11-06	2555	2417
ASM1527374v1	GCA_015273745.1	Staphylococcus haemolyticus		R5952				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2597573	Contig	2020-11-06	2616	2479
ASM1527377v1	GCA_015273775.1	Staphylococcus haemolyticus		R5951				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2571339	Contig	2020-11-06	2593	2456
ASM1527436v1	GCA_015274365.1	Staphylococcus haemolyticus		R6037				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2457096	Contig	2020-11-06	2453	2327
ASM1527441v1	GCA_015274415.1	Staphylococcus haemolyticus		R6036				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2457711	Contig	2020-11-06	2442	2319
ASM1527855v1	GCA_015278555.1	Staphylococcus haemolyticus		GDY8P60P				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2719652	Scaffold	2020-11-08	2671	2529
ASM1527856v1	GCA_015278565.1	Staphylococcus haemolyticus		GDY8P80P				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2751774	Scaffold	2020-11-08	2722	2585
ASM1527859v1	GCA_015278595.1	Staphylococcus haemolyticus		GDY8P58P				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2740859	Scaffold	2020-11-08	2723	2577
ASM1527861v1	GCA_015278615.1	Staphylococcus haemolyticus		GDY8P50P				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2717555	Scaffold	2020-11-08	2672	2533
ASM1569852v1	GCA_015698525.1	Staphylococcus haemolyticus		C7				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2918952	Contig	2020-11-30	2936	2825
ASM1570398v1	GCA_015703985.1	Staphylococcus haemolyticus		GDY8P33P				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2718113	Scaffold	2020-11-30	2672	2529
ASM1573052v1	GCA_015730525.1	Staphylococcus haemolyticus		C31				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2471616	Contig	2020-12-03	2469	2400
ASM1662101v1	GCA_016621015.1	Staphylococcus haemolyticus		AA40				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2492938	Scaffold	2021-01-12	2539	2391
ASM1662103v1	GCA_016621035.1	Staphylococcus haemolyticus		AA34				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2420614	Contig	2021-01-12	2404	2273
ASM1662108v1	GCA_016621085.1	Staphylococcus haemolyticus		AA82				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2609478	Scaffold	2021-01-12	2703	2564
ASM1662110v1	GCA_016621105.1	Staphylococcus haemolyticus		AA83				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2487175	Contig	2021-01-12	2501	2368
ASM1662111v1	GCA_016621115.1	Staphylococcus haemolyticus		AA73				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2542976	Contig	2021-01-12	2588	2459
ASM1662114v1	GCA_016621145.1	Staphylococcus haemolyticus		AA42				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2626311	Scaffold	2021-01-12	2666	2517
ASM1662121v1	GCA_016621215.1	Staphylococcus haemolyticus		AA48				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2514353	Contig	2021-01-12	2522	2386
ASM1662126v1	GCA_016621265.1	Staphylococcus haemolyticus		AA12				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2569176	Contig	2021-01-12	2614	2476
ASM1662128v1	GCA_016621285.1	Staphylococcus haemolyticus		AA89				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2538876	Contig	2021-01-12	2606	2459
ASM1662129v1	GCA_016621295.1	Staphylococcus haemolyticus		AA84				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2530247	Contig	2021-01-12	2563	2433
ASM1669519v1	GCA_016695195.1	Staphylococcus haemolyticus		MSA_JNM24C1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2502707	Chromosome	2021-01-19	2444	2222
ASM1669544v1	GCA_016695445.1	Staphylococcus haemolyticus		MSA_JNM60C2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2511057	Chromosome	2021-01-19	2489	2249
ASM1683706v1	GCA_016837065.1	Staphylococcus haemolyticus		SA498					2455454	Contig	2021-02-08		
ASM1731566v1	GCA_017315665.1	Staphylococcus haemolyticus		HAA11				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2513798	Contig	2021-03-10	2558	2418
ASM1735500v1	GCA_017355005.1	Staphylococcus haemolyticus		7b				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2398463	Complete Genome	2021-03-15	2382	2189
ASM1735502v1	GCA_017355025.1	Staphylococcus haemolyticus		1b				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2390652	Complete Genome	2021-03-15	2373	2177
ASM1735504v1	GCA_017355045.1	Staphylococcus haemolyticus		12b				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2382565	Complete Genome	2021-03-15	2364	2171
ASM1737744v1	GCA_017377445.1	Staphylococcus haemolyticus		CN88				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2493999	Contig	2021-03-17	2516	2408
ASM1898633v1	GCA_018986335.1	Staphylococcus haemolyticus		A11				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2485414	Contig	2021-06-21	2465	2336
ASM1899690v1	GCA_018996905.1	Staphylococcus haemolyticus		A3.2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2497919	Contig	2021-06-22	2473	2355
ASM1904802v1	GCA_019048025.1	Staphylococcus haemolyticus		FDAARGOS 1453				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2568751	Complete Genome	2021-06-28	2498	2346
ASM1914920v1	GCA_019149205.1	Staphylococcus haemolyticus		K47				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2435548	Contig	2021-07-06	2389	2300
ASM1919306v1	GCA_019193065.1	Staphylococcus haemolyticus		K16.2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2459833	Contig	2021-07-11	2434	2318
ASM1922268v1	GCA_019222685.1	Staphylococcus haemolyticus		NY5				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2539247	Complete Genome	2021-07-15	2568	2378
ASM1934905v1	GCA_019349055.1	Staphylococcus haemolyticus		C128_MRS_SCCmec type VII/X				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2842834	Contig	2021-07-26	2835	2460
ASM1939162v1	GCA_019391625.1	Staphylococcus haemolyticus		C				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2613798	Contig	2021-07-28	2690	2551
ASM1942636v1	GCA_019426365.1	Staphylococcus haemolyticus		B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2668788	Contig	2021-07-30	2629	2485
ASM1942638v1	GCA_019426385.1	Staphylococcus haemolyticus		A				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2572961	Contig	2021-07-30	2574	2434
ASM1942640v1	GCA_019426405.1	Staphylococcus haemolyticus		D				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2591907	Contig	2021-07-30	2603	2460
ASM2073972v1	GCA_020739725.1	Staphylococcus haemolyticus		CEMTC_3413				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2481060	Contig	2021-11-03	2550	2421
ASM2073984v1	GCA_020739845.1	Staphylococcus haemolyticus		CEMTC_1553				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2584370	Scaffold	2021-11-03	2764	2654
ASM2073985v1	GCA_020739855.1	Staphylococcus haemolyticus		CEMTC_2688				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2402346	Contig	2021-11-03	2472	2348
ASM2073992v1	GCA_020739925.1	Staphylococcus haemolyticus		CEMTC_2119				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2460571	Scaffold	2021-11-03	2541	2409
ASM2073994v1	GCA_020739945.1	Staphylococcus haemolyticus		CEMTC_3601				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2397453	Contig	2021-11-03	2493	2356
ASM2119109v1	GCA_021191095.1	Staphylococcus haemolyticus		KM374				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2464890	Contig	2021-12-15	2513	2367
ASM2119121v1	GCA_021191215.1	Staphylococcus haemolyticus		RDU2OW				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2512730	Contig	2021-12-15	2571	2418
ASM2127090v1	GCA_021270905.1	Staphylococcus haemolyticus		Ani_LG-048				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2649024	Contig	2021-12-22	2621	2282
ASM2129655v1	GCA_021296555.1	Staphylococcus haemolyticus		MD43				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2650229	Contig	2021-12-27	2703	2565
ASM2136693v1	GCA_021366935.1	Staphylococcus haemolyticus		Ani-LG-040				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2543809	Contig	2022-01-05	2580	2429
ASM2136695v1	GCA_021366955.1	Staphylococcus haemolyticus		Ani-LG-047				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2458087	Contig	2022-01-05	2441	2306
ASM2136699v1	GCA_021366995.1	Staphylococcus haemolyticus		Ani-LG-036				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2428110	Contig	2022-01-05	2417	2264
ASM2136711v1	GCA_021367115.1	Staphylococcus haemolyticus		Ani-LG-021				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2526847	Contig	2022-01-05	2514	2386
ASM2136715v1	GCA_021367155.1	Staphylococcus haemolyticus		Ani-LG-019				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2495438	Contig	2022-01-05	2487	2336
ASM2136749v1	GCA_021367495.1	Staphylococcus haemolyticus		Ani-GT-046				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2495433	Contig	2022-01-05	2494	2341
ASM2136750v1	GCA_021367505.1	Staphylococcus haemolyticus		Ani-GT-050				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2456533	Contig	2022-01-05	2446	2314
ASM2136772v1	GCA_021367725.1	Staphylococcus haemolyticus		Ani-GT-003				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2449567	Contig	2022-01-05	2437	2294
ASM2144210v1	GCA_021442105.1	Staphylococcus haemolyticus		BC5211					2580024	Complete Genome	2022-01-12		
ASM2172889v1	GCA_021728895.1	Staphylococcus haemolyticus		3SP				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2413466	Contig	2022-01-30	2426	2318
ASM2248486v1	GCA_022484865.1	Staphylococcus haemolyticus		51P6ENG_1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2341885	Scaffold	2022-03-05	2326	2203
ASM2248488v1	GCA_022484885.1	Staphylococcus haemolyticus		092P2FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2428232	Scaffold	2022-03-05	2388	2290
ASM2248490v1	GCA_022484905.1	Staphylococcus haemolyticus		H10FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2355821	Scaffold	2022-03-05	2346	2218
ASM2248492v1	GCA_022484925.1	Staphylococcus haemolyticus		114P2NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2445330	Scaffold	2022-03-05	2433	2337
ASM2248494v1	GCA_022484945.1	Staphylococcus haemolyticus		78P1FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2510581	Scaffold	2022-03-05	2477	2381
ASM2248496v1	GCA_022484965.1	Staphylococcus haemolyticus		051P2SUA1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2572297	Scaffold	2022-03-05	2600	2493
ASM2248498v1	GCA_022484985.1	Staphylococcus haemolyticus		114P1NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2450218	Scaffold	2022-03-05	2439	2348
ASM2248500v1	GCA_022485005.1	Staphylococcus haemolyticus		114P2SUD1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2387113	Scaffold	2022-03-05	2399	2281
ASM2248501v1	GCA_022485015.1	Staphylococcus haemolyticus		110P1FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2449947	Scaffold	2022-03-05	2435	2333
ASM2248504v1	GCA_022485045.1	Staphylococcus haemolyticus		051P3BA2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2569136	Scaffold	2022-03-05	2600	2497
ASM2248506v1	GCA_022485065.1	Staphylococcus haemolyticus		104P1FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2392547	Scaffold	2022-03-05	2343	2253
ASM2248508v1	GCA_022485085.1	Staphylococcus haemolyticus		109P1NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2433694	Scaffold	2022-03-05	2409	2306
ASM2248509v1	GCA_022485095.1	Staphylococcus haemolyticus		051P1ENP_1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2409183	Scaffold	2022-03-05	2414	2283
ASM2248512v1	GCA_022485125.1	Staphylococcus haemolyticus		C91NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2495391	Scaffold	2022-03-05	2491	2392
ASM2248514v1	GCA_022485145.1	Staphylococcus haemolyticus		C37FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2438489	Scaffold	2022-03-05	2397	2301
ASM2248516v1	GCA_022485165.1	Staphylococcus haemolyticus		109P1TS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2349524	Scaffold	2022-03-05	2327	2222
ASM2248518v1	GCA_022485185.1	Staphylococcus haemolyticus		109P1BA2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2357442	Scaffold	2022-03-05	2317	2230
ASM2248520v1	GCA_022485205.1	Staphylococcus haemolyticus		109P1FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2349869	Scaffold	2022-03-05	2323	2229
ASM2248521v1	GCA_022485215.1	Staphylococcus haemolyticus		C36FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2441447	Scaffold	2022-03-05	2428	2323
ASM2248524v1	GCA_022485245.1	Staphylococcus haemolyticus		C74FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2494228	Scaffold	2022-03-05	2476	2367
ASM2248526v1	GCA_022485265.1	Staphylococcus haemolyticus		68P1NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2451765	Scaffold	2022-03-05	2442	2348
ASM2248528v1	GCA_022485285.1	Staphylococcus haemolyticus		85P1FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2340269	Scaffold	2022-03-05	2317	2202
ASM2248530v1	GCA_022485305.1	Staphylococcus haemolyticus		C79NS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2476033	Scaffold	2022-03-05	2464	2364
ASM2248532v1	GCA_022485325.1	Staphylococcus haemolyticus		C58FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2419737	Scaffold	2022-03-05	2387	2296
ASM2248536v1	GCA_022485365.1	Staphylococcus haemolyticus		82P1NS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2474680	Scaffold	2022-03-05	2462	2351
ASM2248538v1	GCA_022485385.1	Staphylococcus haemolyticus		047P1NS1-2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2436210	Scaffold	2022-03-05	2407	2311
ASM2248539v1	GCA_022485395.1	Staphylococcus haemolyticus		018P1FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2404325	Scaffold	2022-03-05	2383	2291
ASM2248542v1	GCA_022485425.1	Staphylococcus haemolyticus		H8FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2431080	Scaffold	2022-03-05	2417	2311
ASM2248544v1	GCA_022485445.1	Staphylococcus haemolyticus		H14FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2379243	Scaffold	2022-03-05	2340	2243
